,ann=0_ztfid,ann=1_ztfid,ann=2_ztfid,ann=3_ztfid,ann=4_ztfid,ann=5_ztfid,ann=6_ztfid,ann=7_ztfid,ann=8_ztfid,ann=9_ztfid,ann=10_ztfid,ann=0_d,ann=1_d,ann=2_d,ann=3_d,ann=4_d,ann=5_d,ann=6_d,ann=7_d,ann=8_d,ann=9_d,ann=10_d,ann=0_has_tns,ann=1_has_tns,ann=2_has_tns,ann=3_has_tns,ann=4_has_tns,ann=5_has_tns,ann=6_has_tns,ann=7_has_tns,ann=8_has_tns,ann=9_has_tns,ann=10_has_tns,ann=0_tns_cls,ann=1_tns_cls,ann=2_tns_cls,ann=3_tns_cls,ann=4_tns_cls,ann=5_tns_cls,ann=6_tns_cls,ann=7_tns_cls,ann=8_tns_cls,ann=9_tns_cls,ann=10_tns_cls,ann=0_spec_z,ann=1_spec_z,ann=2_spec_z,ann=3_spec_z,ann=4_spec_z,ann=5_spec_z,ann=6_spec_z,ann=7_spec_z,ann=8_spec_z,ann=9_spec_z,ann=10_spec_z
ZTF21aasaxdk,ZTF21aasaxdk,ZTFabc24837,ZTFabc74028,ZTF21aaydwzt,ZTFabc99421,ZTFabc59516,ZTFabc53855,ZTF20aclnsts,ZTF20acowddo,ZTFabc36668,ZTF21aaqizwm,0,5.0912,5.2941,5.3142,5.3568,5.4849,5.6606,5.7649,5.8248,5.8361,5.9521,Yes_TNS,Fake,Fake,Yes_TNS,Fake,Fake,Fake,Yes_TNS,Yes_TNS,Fake,Yes_TNS,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,0.0875,-99.0,-99.0,,-99.0,-99.0,-99.0,0.0655,0.073,-99.0,0.06
ZTF21aarzuul,ZTF21aarzuul,ZTF21aaxtgoa,ZTF21aaqbakr,ZTF19abljudj,ZTF21aauadqq,ZTF21acimaio,ZTF21aaiapvf,ZTF21aatjdwm,ZTF21aarhnil,ZTF21aavdtcy,ZTF21aawjgol,0,5.0529,6.8555,6.9789,7.4615,7.5172,7.8985,8.0124,8.0363,8.0965,8.1047,Yes_TNS,Yes_TNS,Yes_TNS,No_TNS,No_TNS,Yes_TNS,Yes_TNS,Yes_TNS,No_TNS,No_TNS,Yes_TNS,None,None,None,None,None,None,None,None,None,None,None,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF21abmcori,ZTF21abmcori,ZTFabc69701,ZTF21abzhevq,ZTFabc78119,ZTF20acxbpxs,ZTFabc07227,ZTF21aavrywc,ZTF18abquxjv,ZTFabc42024,ZTFabc80993,ZTFabc73361,0,6.5686,6.8467,6.8492,6.8628,7.0674,7.1171,7.2224,7.2277,7.2371,7.2631,Yes_TNS,Fake,Yes_TNS,Fake,Yes_TNS,Fake,Yes_TNS,Yes_TNS,Fake,Fake,Fake,SN Ia,SN Ia,None,SN Ia,None,SN Ia,None,SN Ia,SN Ia,SN Ia,SN Ia,0.08,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.074,-99.0,-99.0,-99.0
ZTF21aagsynt,ZTF21aagsynt,ZTF20aamvxwh,ZTF18acvgehz,ZTF21aaigndt,ZTF21abcuqyj,ZTF21aalzqav,ZTF21aagmrym,ZTF21aavdjak,ZTF21aasayxd,ZTF21abcpbjj,ZTF18aczdpan,0,5.5107,5.9118,6.6167,6.8547,6.8931,6.9384,6.959,7.0067,7.0438,7.0753,Yes_TNS,Yes_TNS,No_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,None,None,None,None,None,None,None,None,None,None,None,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF18acepbxq,ZTF18acepbxq,ZTFabc45557,ZTFabc22963,ZTFabc62652,ZTFabc20414,ZTFabc19316,ZTFabc26815,ZTF20aciudwb,ZTFabc32812,ZTFabc10515,ZTFabc70050,0,6.8476,6.8476,6.9164,6.922,6.9236,6.9278,6.9409,6.99,6.9957,7.0306,Yes_TNS,Fake,Fake,Fake,Fake,Fake,Fake,Yes_TNS,Fake,Fake,Fake,None,SN Ia-91T-like,SN Ia-91T-like,SN Ia-91T-like,SN Ia-91T-like,SN Ia-91T-like,SN Ia-91T-like,None,SN Ia-91T-like,SN Ia-91T-like,SN Ia-91T-like,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF20aasuiks,ZTF20aasuiks,ZTF18abavruc,ZTFabc96142,ZTF20actoakx,ZTFabc59120,ZTFabc40476,ZTFabc63424,ZTFabc75399,ZTFabc61883,ZTFabc91355,ZTFabc57846,0,9.5337,9.9138,10.274,10.4609,10.4618,10.4619,10.4634,10.4646,10.4767,10.4774,Yes_TNS_2plus,Yes_TNS_2plus,Fake,Yes_TNS,Fake,Fake,Fake,Fake,Fake,Fake,Fake,None,None,SN Ia,SN Ia,SN IIb,SN IIb,SN IIb,SN IIb,SN IIb,SN IIb,SN IIb,-99.0,-99.0,-99.0,0.03,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF21aagrhot,ZTF21aagrhot,ZTFabc53061,ZTFabc95358,ZTFabc31940,ZTFabc77013,ZTFabc98911,ZTFabc19339,ZTFabc74785,ZTF21aaxtpty,ZTFabc91757,ZTF21abedvkp,0,3.7489,3.86,4.2615,4.93,5.0127,5.2047,5.3259,5.3626,5.3662,5.3745,Yes_TNS,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Yes_TNS,Fake,Yes_TNS,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,None,SN Ia,SN Ia,0.1,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.13
ZTF21abjxhfp,ZTF21abjxhfp,ZTF21abqqcna,ZTF21abfxrpc,ZTF21aahflaj,ZTF21abilydc,ZTF21abihrja,ZTF21absnbqh,ZTF21acgylrk,ZTF21abycivl,ZTF21abpxmwj,ZTF19aaaalkb,0,8.4866,8.5616,8.954,9.1113,9.1123,9.3002,9.3311,9.868,10.0809,10.2162,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,None,None,None,None,None,None,None,None,None,None,None,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF21abkormt,ZTF21abkormt,ZTF21aatwqvv,ZTF21aativzv,ZTF21aasmkqh,ZTF20acoxerh,ZTF21aabyqfl,ZTF21aastxqq,ZTF21aayztoh,ZTF21aaqojqu,ZTF21aakjxhg,ZTF21aareryw,0,6.5301,7.2184,7.5394,8.1816,8.6156,8.6606,8.7564,8.9214,9.3888,9.3894,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,No_TNS,Yes_TNS,None,None,None,None,None,None,None,None,None,None,None,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF18acbxrft,ZTF18acbxrft,ZTF21abadowv,ZTF21abcxesg,ZTF21aadtnyl,ZTF18abtlxae,ZTFabc93381,ZTF18acnngyx,ZTF21aaxvvqq,ZTFabc53170,ZTF21abifsyr,ZTFabc94388,0,7.6064,7.9082,7.9554,8.1013,8.1516,8.4691,8.7375,8.8026,8.9522,8.9577,No_TNS,Yes_TNS,Yes_TNS,Yes_TNS,No_TNS,Fake,Yes_TNS,Yes_TNS,Fake,Yes_TNS,Fake,None,None,None,None,None,SN Ia,None,None,SN Ia,None,SN Ia,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF20acvezau,ZTF20acvezau,ZTFabc58485,ZTF20aclfqqa,ZTFabc47113,ZTFabc55935,ZTFabc96635,ZTFabc55423,ZTFabc21119,ZTFabc85079,ZTFabc42698,ZTFabc76256,0,6.1123,6.2976,6.2987,6.3307,6.3387,6.3603,6.3643,6.4187,6.501,6.5013,Yes_TNS,Fake,Yes_TNS,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,None,SN II,None,SN II,SN II,SN Ia,SN Ia,SN II,SN II,SN Ia-91bg-like,SN Ia-91bg-like,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF21aaxsyif,ZTF21aaxsyif,ZTF21aawajyx,ZTF20acxayuq,ZTF21abvjcnb,ZTF20actslnz,ZTF21abhzape,ZTF21aavpgvx,ZTF21aafdwls,ZTF21aagtops,ZTFabc67531,ZTF21achawrf,0,6.5443,7.2481,7.6187,7.9014,7.9437,8.0345,8.2455,8.3006,8.3072,8.3144,Yes_TNS,Yes_TNS,Yes_TNS,No_TNS,Yes_TNS,No_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Fake,Yes_TNS,None,None,None,None,None,None,None,None,None,SN Ia,None,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF18adarvpj,ZTF18adarvpj,ZTF18adaliyg,ZTF21aapzbhc,ZTF21aamgdfl,ZTF21aapfjxe,ZTF21aazqpgb,ZTF21abmcpny,ZTF21aarofyo,ZTF21aaiqdkm,ZTF21abcmflg,ZTF21aagyuwh,0,7.3371,7.7022,8.0601,8.2426,8.6517,8.8586,8.8693,8.8943,8.9879,9.238,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,No_TNS,Yes_TNS,Yes_TNS,No_TNS,Yes_TNS,Yes_TNS,None,None,None,None,None,None,None,None,None,None,None,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF19abuatua,ZTF19abuatua,ZTF19aacirez,ZTF20acbptqx,ZTF20aadxyal,ZTF19aadgumh,ZTFabc78180,ZTFabc73763,ZTFabc72829,ZTFabc41827,ZTFabc42746,ZTFabc39767,0,7.2799,7.5228,7.7938,8.5222,8.7451,8.7493,8.7613,8.7672,8.771,8.7776,No_TNS,Yes_TNS,No_TNS,No_TNS,No_TNS,Fake,Fake,Fake,Fake,Fake,Fake,None,None,None,None,None,SN Ia-91T-like,SN Ia-91T-like,SN Ia-91T-like,SN Ia-91T-like,SN Ia-91T-like,SN Ia-91T-like,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF21aarmuxl,ZTF21aarmuxl,ZTFabc62586,ZTF21aahnkut,ZTFabc83866,ZTFabc64776,ZTFabc57388,ZTFabc70612,ZTFabc97464,ZTFabc01810,ZTFabc38458,ZTFabc93773,0,4.9534,5.2711,5.325,5.3262,5.3456,5.3788,5.3857,5.397,5.4016,5.4034,Yes_TNS,Fake,Yes_TNS,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,None,SN Ia,SN Ia,SN Ia-91T-like,SN Ia-91T-like,SN Ia-91T-like,SN Ia-91T-like,SN Ia-91T-like,SN Ia-91T-like,SN Ia-91T-like,SN Ia,-99.0,-99.0,0.07,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF19abgjsif,ZTF19abgjsif,ZTF20abivilh,ZTF21aavyxcf,ZTFabc64061,ZTF19adcfzdk,ZTF20abgtxfo,ZTFabc30224,ZTFabc92843,ZTFabc69995,ZTFabc11920,ZTFabc05866,0,6.594,6.8162,7.2203,7.7131,7.8842,7.9088,7.9108,7.9177,7.9244,7.9321,Yes_TNS,Yes_TNS,Yes_TNS,Fake,No_TNS,Yes_TNS,Fake,Fake,Fake,Fake,Fake,None,None,None,SN II,None,None,SN Ic,SN Ic,SN Ic,SN Ic,SN Ic,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF21aaoblpm,ZTF21aaoblpm,ZTF21abpoufi,ZTF20acxbadv,ZTF21abcuqyj,ZTF21aaluiam,ZTF21abalkop,ZTF20acwoewh,ZTF19abvhaqq,ZTF18acrxnme,ZTF20acpyndh,ZTFabc67531,0,5.5763,5.8301,6.1742,6.2206,6.3382,6.5176,6.523,6.5634,6.5838,6.5888,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Fake,None,None,None,None,None,None,None,None,None,None,SN Ia,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF21aazmswd,ZTF21aazmswd,ZTF18acchhpe,ZTF19aaedvmv,ZTF21aawndsm,ZTF21aaadroe,ZTF21abvwuyk,ZTF20acvkqxy,ZTF21abiiyay,ZTF21aaphzlq,ZTFabc82429,ZTF21abcmflg,0,7.4448,7.4762,7.9091,7.9892,8.0596,8.1727,8.4504,8.4629,8.4673,8.5189,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Fake,Yes_TNS,None,None,None,None,None,None,SN Ia,None,None,SN Ia,None,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.063327,-99.0,-99.0,-99.0,-99.0
ZTF21abezyhr,ZTF21abezyhr,ZTFabc35718,ZTFabc42754,ZTFabc35063,ZTFabc81472,ZTFabc73522,ZTFabc43027,ZTFabc08149,ZTFabc38718,ZTFabc06562,ZTFabc73414,0,5.8993,5.9,5.9039,5.9076,5.9121,5.9148,5.9152,5.9185,5.9218,5.9246,Yes_TNS,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,SLSN-I,SLSN-II,SLSN-II,SLSN-II,SLSN-II,SLSN-II,SLSN-II,SLSN-II,SLSN-II,SLSN-II,SLSN-II,0.19,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF20acoygag,ZTF20acoygag,ZTFabc46957,ZTFabc65692,ZTFabc74831,ZTFabc64299,ZTFabc56496,ZTFabc15313,ZTFabc26635,ZTFabc18309,ZTFabc01992,ZTFabc03286,0,5.8779,6.0248,6.0419,6.067,6.1291,6.2253,6.2718,6.2724,6.2869,6.299,Yes_TNS,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,None,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF21aaqyraq,ZTF21aaqyraq,ZTF21aagmrly,ZTF18aczzvtw,ZTF20acsfciw,ZTF21aalxxbf,ZTF21aaeoxfd,ZTF20aclwvrl,ZTF21aaavhbu,ZTF21abcltia,ZTFabc51452,ZTF21aaxyglu,0,6.9407,6.9412,7.5756,7.7023,7.7703,7.8748,8.0391,8.1705,8.1871,8.2219,Yes_TNS,Yes_TNS,No_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Fake,Yes_TNS,None,None,None,None,None,SN Ia,None,SN Ia,None,SN Ia,None,-99.0,-99.0,-99.0,-99.0,-99.0,0.08,-99.0,0.0767,-99.0,-99.0,-99.0
ZTF21aaasxel,ZTF21aaasxel,ZTF21aaoetof,ZTFabc36127,ZTFabc61519,ZTFabc53276,ZTFabc83970,ZTFabc06675,ZTFabc82850,ZTF18acnbfuz,ZTF19aatgxrp,ZTF21abnvsic,0,5.051,5.261,5.4094,5.4216,5.4413,5.467,5.4797,5.671,5.6905,5.7189,Yes_TNS,Yes_TNS,Fake,Fake,Fake,Fake,Fake,Fake,Yes_TNS,Yes_TNS,Yes_TNS,SN Ia,None,SN Ia,SN II,SN Ia,SN II,SN Ia,SN Ia,None,None,SN Ia,0.088,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.072
ZTF18acurklz,ZTF18acurklz,ZTF21aaydomp,ZTF21aagtdwx,ZTF21abwbuxf,ZTF20acpmojv,ZTF20abzqldq,ZTF21aarhfzg,ZTF21abmgtat,ZTF21aagydov,ZTF21aarmtbi,ZTF21aarpnxt,0,6.5672,6.8077,6.8184,6.8524,7.1856,7.2715,7.4721,7.705,7.7154,7.7439,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS_2plus,Yes_TNS,No_TNS,None,None,None,None,None,None,None,None,None,None,None,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF18acnbpmd,ZTF18acnbpmd,ZTFabc99726,ZTFabc50674,ZTFabc26116,ZTFabc71943,ZTFabc56089,ZTFabc30989,ZTFabc09717,ZTFabc33174,ZTFabc59779,ZTFabc57799,0,5.6043,5.605,5.6079,5.6134,5.6159,5.6234,5.63,5.6307,5.6321,5.6363,Yes_TNS,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,None,SLSN-II,SLSN-II,SLSN-II,SLSN-II,SLSN-II,SLSN-II,SLSN-II,SLSN-II,SLSN-II,SLSN-II,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF21abcryrb,ZTF21abcryrb,ZTF19aaajcbb,ZTF21abawvdc,ZTF20aciucub,ZTF21aaqojqu,ZTF18aceqcag,ZTF18aaiumgp,ZTF18acbwatp,ZTF21abxdrsx,ZTF21aaacwmx,ZTF21aabyqfl,0,5.3276,6.3395,6.7727,7.17,7.1824,7.2384,7.3516,7.454,7.5982,7.7606,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,None,None,None,None,None,None,None,None,None,None,None,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF21aaopupn,ZTF21aaopupn,ZTF21aaribeh,ZTF21abcltia,ZTF20aclwvrl,ZTF18acejgrz,ZTF18adbdhni,ZTFabc31052,ZTF21aavgrxa,ZTF21aalxxbf,ZTF18acbzvzm,ZTF21abutvjn,0,5.823,7.1459,7.4693,7.5575,7.6372,7.9907,8.1507,8.3902,8.4364,8.5045,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Fake,Yes_TNS,Yes_TNS,No_TNS,Yes_TNS,None,None,None,None,None,None,SN Ia,None,None,None,None,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF21aarwwzd,ZTF21aarwwzd,ZTF20actoatk,ZTF21aagoqez,ZTF21abdtlqx,ZTF21aasfvsq,ZTF21abwtyle,ZTF18abrxvpd,ZTF18acevgyz,ZTF21aasqyoo,ZTF21aarwgjb,ZTF21aavgvcs,0,4.9166,6.9904,7.1551,7.2268,7.2954,7.3578,7.7791,7.8613,7.8768,7.9312,Yes_TNS,Yes_TNS,Yes_TNS,No_TNS,Yes_TNS,Yes_TNS,No_TNS,No_TNS,Yes_TNS,Yes_TNS,Yes_TNS,None,None,None,None,None,None,None,None,None,None,None,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF21aaahnmn,ZTF21aaahnmn,ZTF21aajawri,ZTF20acaazkt,ZTF21aavelfw,ZTF21aawaguv,ZTFabc09326,ZTF21aahdrvj,ZTF21abalkop,ZTFabc45202,ZTF20actvfgr,ZTF20acxsouh,0,5.2941,6.5623,6.5908,6.8067,6.8659,6.9661,6.993,6.9968,7.0129,7.0248,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Fake,Yes_TNS,Yes_TNS,Fake,Yes_TNS,Yes_TNS,None,None,None,None,None,SN Ia,None,None,SN Ia,SN Ia,None,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.088376,-99.0
ZTF21aarycyl,ZTF21aarycyl,ZTF21aawagcq,ZTF21aarndkw,ZTF21aabyqfl,ZTF21abkapuy,ZTFabc18239,ZTF21aautzqm,ZTF21aaqojqu,ZTF21ackjdav,ZTF21aareryw,ZTF21aastxqq,0,6.5957,6.7785,7.019,7.2779,7.3551,7.452,7.579,7.609,7.6534,7.6553,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,No_TNS,Fake,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,SN Ia-91T-like,None,None,None,None,SN Ia,None,None,None,None,None,0.104,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF20achtpbn,ZTF20achtpbn,ZTF21aaplnef,ZTFabc94707,ZTFabc90697,ZTFabc79053,ZTFabc59909,ZTFabc06675,ZTFabc73361,ZTF21abgkcqn,ZTF21aaphxat,ZTFabc09274,0,4.6311,4.886,4.9191,4.9424,5.0472,5.053,5.1355,5.141,5.1518,5.2002,Yes_TNS,Yes_TNS,Fake,Fake,Fake,Fake,Fake,Fake,Yes_TNS,Yes_TNS,Fake,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,None,None,SN Ia,0.1,0.075,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF18acbwgcd,ZTF18acbwgcd,ZTF21aaxswjy,ZTF21abczysk,ZTFabc23563,ZTF21aaabvkj,ZTF18adcagrn,ZTFabc61344,ZTF18abqojst,ZTFabc98767,ZTF21aaldwsp,ZTF21aagtbfr,0,6.0863,6.6787,6.8112,7.0386,7.6324,7.829,7.885,8.1131,8.1354,8.1496,Yes_TNS,No_TNS,Yes_TNS,Fake,Yes_TNS,Yes_TNS,Fake,Yes_TNS,Fake,Yes_TNS,Yes_TNS,None,None,None,SN Ia,SN Ia,None,SN Ia,None,SN Ia,None,None,-99.0,-99.0,-99.0,-99.0,0.077146,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF18aarciez,ZTF18aarciez,ZTF18acsonov,ZTF21abutvjn,ZTF18acajwri,ZTF21aaoeqzs,ZTF20aclwvrl,ZTF18acvgwbt,ZTF18acwyauj,ZTF18acvdstg,ZTF21aavgrxa,ZTF18absopva,0,6.1375,6.4477,6.5576,6.7169,6.8117,7.1699,7.3274,7.416,7.4974,7.5115,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,No_TNS,Yes_TNS,Yes_TNS,No_TNS,None,None,None,None,None,None,None,None,None,None,None,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF20acgmqgv,ZTF20acgmqgv,ZTFabc68760,ZTFabc03995,ZTFabc30907,ZTFabc75556,ZTFabc70452,ZTFabc73210,ZTF21aaaalaf,ZTF21aaabuoj,ZTFabc39762,ZTF21aaabwfl,0,5.7085,5.7217,6.2047,6.2975,6.5259,6.6121,6.7158,6.7882,6.8008,7.0637,Yes_TNS,Fake,Fake,Fake,Fake,Fake,Fake,Yes_TNS,Yes_TNS,Fake,Yes_TNS,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,0.08,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.05,0.07,-99.0,0.07
ZTF21abbvzrd,ZTF21abbvzrd,ZTFabc81071,ZTFabc78742,ZTFabc49745,ZTFabc54894,ZTFabc45418,ZTFabc25796,ZTFabc77527,ZTFabc45157,ZTFabc06109,ZTFabc55612,0,4.9843,5.2901,5.2906,5.2918,5.2928,5.2939,5.2954,5.364,5.3763,5.4388,Yes_TNS,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,None,SN II,SN IIb,SN IIb,SN IIb,SN IIb,SN IIb,SN IIb,SN IIb,SN IIb,SN IIb,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF20acueziy,ZTF20acueziy,ZTFabc26100,ZTFabc59574,ZTFabc24705,ZTFabc66643,ZTFabc18814,ZTFabc08999,ZTFabc43571,ZTF20acnzkxb,ZTFabc34145,ZTFabc67565,0,4.687,4.7159,4.7277,4.8881,4.8957,4.9136,4.9186,4.9298,4.9358,5.1578,Yes_TNS,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Yes_TNS,Fake,Fake,SN Ic,SN II,SN II,SN II,SN II,SN II,SN II,SN II,SN II,SN II,SN II,0.023303,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.02690421,-99.0,-99.0
ZTF20acdtscy,ZTF20acdtscy,ZTFabc27912,ZTFabc39144,ZTFabc42053,ZTFabc68984,ZTFabc76080,ZTFabc35398,ZTFabc07021,ZTFabc02032,ZTFabc32461,ZTFabc35988,0,7.0115,7.0128,7.0142,7.015,7.0151,7.0308,7.0441,7.0787,7.1013,7.1069,Yes_TNS,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,None,SN Ia-91T-like,SN Ia-91T-like,SN Ia-91T-like,SN Ia-91T-like,SN Ia-91T-like,SN Ia-91T-like,SN Ia-91T-like,SN Ia-91T-like,SN Ia-91T-like,SN II,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF21abxbopm,ZTF21abxbopm,ZTF21aayfder,ZTF21abimztb,ZTF21aantmww,ZTF21aavgrxa,ZTF18absopva,ZTF21abmpnui,ZTF21aarhnil,ZTF21aaplcvk,ZTF20acbrlih,ZTF18acbzvfj,0,6.6365,7.8471,7.8516,7.8916,7.9533,8.1278,8.3043,8.3873,8.4416,8.449,Yes_TNS,Yes_TNS,Yes_TNS,No_TNS,Yes_TNS,No_TNS,Yes_TNS,No_TNS,Yes_TNS,Yes_TNS,No_TNS,None,None,None,None,None,None,SN Ia,None,None,None,None,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0425,-99.0,-99.0,-99.0,-99.0
ZTF20acocnqe,ZTF20acocnqe,ZTF21aarpmwd,ZTF18adcbytv,ZTFabc04302,ZTF21abxnrfx,ZTF20acjpwdk,ZTFabc92902,ZTF18acpegrg,ZTF20aciuuks,ZTF21aaaelye,ZTFabc71584,0,8.2968,9.4008,9.9553,9.9875,9.9892,10.1406,10.145,10.1631,10.175,10.1756,Yes_TNS,Yes_TNS,Yes_TNS,Fake,Yes_TNS,Yes_TNS,Fake,No_TNS,Yes_TNS,Yes_TNS,Fake,None,None,None,SN Ia,None,SN Ia,SN II,None,None,None,SN II,-99.0,-99.0,-99.0,-99.0,-99.0,0.05,-99.0,-99.0,-99.0,-99.0,-99.0
